id	filename	md5	size	state
0bd21617-3015-48ca-9446-93f72be95017	0bd21617-3015-48ca-9446-93f72be95017/cc0ef76f-c51b-4842-9708-1831e218e4fd.htseq.counts.gz	41f3fe8b972c552808b332bad9c5623b	252259	validated
0bd6bed4-4187-44c5-affc-2b3f5d5c7e67	0bd6bed4-4187-44c5-affc-2b3f5d5c7e67/a0ba142c-00e4-4ad9-8f2d-b53457bb21c8.htseq.counts.gz	c2405385c506344735c86f040337cc95	249423	validated
0be3caed-1b5b-4d6f-b0ad-a4cacd485e2d	0be3caed-1b5b-4d6f-b0ad-a4cacd485e2d/e623911e-3b9b-42df-9b1f-46b435081c47.htseq.counts.gz	b39a4dc5370aa7f32c2b5809ef4d078b	246845	validated
0bf43782-fc2b-4a3a-ac9b-05e326020581	0bf43782-fc2b-4a3a-ac9b-05e326020581/c72d6c26-7e52-4787-a9e3-059f994264f5.htseq.counts.gz	3ac7d38260fccc6f7f505b3f5342b823	249637	validated
0d7fd7fd-dc4c-41f8-a007-5a3a48302a9c	0d7fd7fd-dc4c-41f8-a007-5a3a48302a9c/50a77663-3a8d-46b7-b3c6-89926478eb6d.htseq.counts.gz	83e844021318ebbd40e8ee5dee8b43d2	250602	validated
0e1e5d5a-3a07-450c-afc8-e7e27a1ff168	0e1e5d5a-3a07-450c-afc8-e7e27a1ff168/dd93198b-7e42-47b0-ab8c-b0d60f17a024.htseq.counts.gz	b793e776b5dac5213543bb7aec90d382	244313	validated
0e4e0745-9574-4c33-aa7a-61421d007dab	0e4e0745-9574-4c33-aa7a-61421d007dab/9be23df6-f5e3-4309-824a-52c7c4750380.htseq.counts.gz	a889e31aa1559ac1da797e4222b2883c	251031	validated
0e4fe560-21c7-40d2-9823-04097b42e78b	0e4fe560-21c7-40d2-9823-04097b42e78b/33a2e244-9f45-45e2-b2f3-ad4c52388490.htseq.counts.gz	b80c2f064fb93c5cc09e8e5409b9f5f7	253397	validated
0eb11f4f-e9ae-464b-a8aa-61ece9300a23	0eb11f4f-e9ae-464b-a8aa-61ece9300a23/26019321-345c-44e3-87be-7a49f2ec04d1.htseq.counts.gz	8f3f3d3d7660cab3e499311728cdb23f	254260	validated
0ef54a23-f0e4-4f7b-83a1-d2923c638922	0ef54a23-f0e4-4f7b-83a1-d2923c638922/641f1fa0-34f6-455f-a1e8-41bc67f452f4.htseq.counts.gz	0c1cf567a409a629777d9966ce85da4e	257303	validated
0f9baaaf-6a08-45aa-a260-c17230f1e453	0f9baaaf-6a08-45aa-a260-c17230f1e453/c67a9442-495e-4523-a9c7-b3cbbeecc1ce.htseq.counts.gz	b986eeaa1876751ff62cf8822c6367d0	255649	validated
10e8e323-cf3b-434c-859a-204b536c5458	10e8e323-cf3b-434c-859a-204b536c5458/cdf70ab5-380d-406c-a268-242754315005.htseq.counts.gz	ccce567c974f1dbea5ed97e6b4db1d72	251176	validated
11035726-5020-4883-b524-767cd6cde005	11035726-5020-4883-b524-767cd6cde005/e433afef-7462-42d7-bc0e-300f576df64a.htseq.counts.gz	405b8573441e8e5fc16fa42a5a568251	258985	validated
1111cefb-edb0-4b87-ab49-3c22c4f896aa	1111cefb-edb0-4b87-ab49-3c22c4f896aa/2f8fc23b-8805-4be3-b319-6030b38423e2.htseq.counts.gz	c4470bd1ae185ecfde11919c4c02153b	248003	validated
11274e57-44c8-4933-8ecf-37cc1be5b129	11274e57-44c8-4933-8ecf-37cc1be5b129/92329d1b-1249-45e2-8adc-d94cfcfacb2e.htseq.counts.gz	7b87650ad99018beff11183577dcabbd	250417	validated
11432de6-8437-4cdb-b8fe-c247221122e3	11432de6-8437-4cdb-b8fe-c247221122e3/82dcf543-77eb-416d-ae9f-2d7cce203d63.htseq.counts.gz	1a2a83a17fae0b34f1322c0b182dbf08	249264	validated
11547448-a38b-40ec-861a-6c54a60e740c	11547448-a38b-40ec-861a-6c54a60e740c/d91eb19e-1088-40c3-bc15-864d7fc9063e.htseq.counts.gz	8e0a26c9bb75c13fe948ae2cce13a5c6	250344	validated
1291a345-5d82-4f7b-b96f-aacd5fe946b6	1291a345-5d82-4f7b-b96f-aacd5fe946b6/f44db4b4-9b79-41ce-a63a-d4aaa0d378e2.htseq.counts.gz	aff1e479fbb7b5f6854ec96d547b1559	251468	validated
13ea889a-a024-44ca-9dea-5f4f6e9588b6	13ea889a-a024-44ca-9dea-5f4f6e9588b6/4060c24e-a2ef-457f-ae38-9a13e0a446df.htseq.counts.gz	b06508c761b68c6bc6f6682755189894	251815	validated
1428c13b-e812-467b-af45-860e6a83432d	1428c13b-e812-467b-af45-860e6a83432d/3c1dec60-d543-460d-b709-64bd404852df.htseq.counts.gz	9c086dc6eadac07cb2ce6a2a562681e9	252329	validated
143c0b64-41e7-4fc4-92a6-3d0ee503a097	143c0b64-41e7-4fc4-92a6-3d0ee503a097/fccd3557-8689-4e62-ac1a-8d6e3dac9eb0.htseq.counts.gz	ae6f138104efeddfbdad9c73deecc78e	251648	validated
154e7e05-be33-45cb-bc49-f242644e2070	154e7e05-be33-45cb-bc49-f242644e2070/d8513518-7dc4-4098-bbfd-ccf400239a83.htseq.counts.gz	b29e92e060878b91c9ac60338f9935a0	249260	validated
171f45e7-83e7-4286-970a-0dafa6f46d8a	171f45e7-83e7-4286-970a-0dafa6f46d8a/75eee491-5cde-4539-b247-e0aea0fe69e4.htseq.counts.gz	9a7fbb4ce00432604b995be556850ab4	252339	validated
172e44c9-668b-4c07-b318-5a56fdbb6417	172e44c9-668b-4c07-b318-5a56fdbb6417/18138f51-7891-44a0-bfb2-ba25ae088cfb.htseq.counts.gz	da017cd5489db7a816e6e84312f12502	246046	validated
17f69467-be9f-482b-a078-8f2cd3c4019d	17f69467-be9f-482b-a078-8f2cd3c4019d/8b7c59f2-6fb7-4c67-ad50-5f69311e3208.htseq.counts.gz	6916aa0b169f75b4f247461026fa0096	246770	validated
18c458aa-7f03-435d-9408-81d1c3e65c29	18c458aa-7f03-435d-9408-81d1c3e65c29/1a2e3926-3287-4ae8-8048-3953ca97e317.htseq.counts.gz	652bcbf81f3df7856e5e064abd34ea3c	247853	validated
197d966c-8951-4a7b-a2ef-1fb7aec545a1	197d966c-8951-4a7b-a2ef-1fb7aec545a1/f5cdc287-7046-4dfe-af4c-ae7363aa84c6.htseq.counts.gz	a386060d8be70ce8444b8d712f31c97e	249573	validated
1992a92f-009b-4ea8-ac84-4d0ac2169761	1992a92f-009b-4ea8-ac84-4d0ac2169761/22117440-a29b-48e7-8302-052e95e16046.htseq.counts.gz	c6d2d27fd164740184c5cc8cae3391b4	244969	validated
19a4b668-18fc-421b-a360-73942643f780	19a4b668-18fc-421b-a360-73942643f780/589eb5fb-5c11-4e4d-80a3-30108d277de4.htseq.counts.gz	22667e6d4b8217709812d9cab5b27f81	257070	validated
19b31950-9b4f-482f-bcc4-95d63921f41b	19b31950-9b4f-482f-bcc4-95d63921f41b/8c70399c-a49d-4d3f-9f4f-c2fa052693c5.htseq.counts.gz	4d9fb9a0b62e16aa2489cac1ce64f00e	252240	validated
1a292c1a-5d71-4885-aebc-7843dc674ddc	1a292c1a-5d71-4885-aebc-7843dc674ddc/349dfe75-cde2-43b6-a84b-1cbfd596c402.htseq.counts.gz	e0ceb1a3e7a119060b57c39b1326af3f	254182	validated
1ad553f7-8901-4b61-8c00-f0627ff6722e	1ad553f7-8901-4b61-8c00-f0627ff6722e/5bc727c5-af14-4305-8524-d0e5c133b049.htseq.counts.gz	e42d5488ec87316f95110cd8a374e963	250869	validated
1adecb22-fd42-45d7-8501-64f78bdb80a3	1adecb22-fd42-45d7-8501-64f78bdb80a3/25894862-7147-49e7-af4d-3f1f649779d6.htseq.counts.gz	dc1bf614825eee726cb9fe9ff590133a	250407	validated
1bb12c3e-00e3-414e-8633-4c890cf1f51c	1bb12c3e-00e3-414e-8633-4c890cf1f51c/590cf22a-755d-4779-a91d-565a5208a372.htseq.counts.gz	8b770a3599b523b82f02e137dbfb0322	252974	validated
1bf35f7e-a8a3-481d-93ca-886d4cf4d08d	1bf35f7e-a8a3-481d-93ca-886d4cf4d08d/b35eebb7-eac5-4c98-afaf-dd8cd32008c6.htseq.counts.gz	f936d04cb47fc55aa7488cde41a36374	252911	validated
1c471e91-2e80-4d03-adf8-ebafbf41358f	1c471e91-2e80-4d03-adf8-ebafbf41358f/be6b0b5b-3131-4c6c-b0f9-3d39ed2043fe.htseq.counts.gz	438f022f1f19c102142c6c1d318a78ea	247228	validated
1c840420-280d-4746-b475-eba70c2caed6	1c840420-280d-4746-b475-eba70c2caed6/84742003-9470-44dd-8fbf-c1a73468b8d8.htseq.counts.gz	d05da40bba25bb1f17700053e7666e09	249145	validated
1ca5aa1c-09d2-4ca8-8231-bea6d259951f	1ca5aa1c-09d2-4ca8-8231-bea6d259951f/d12e61ba-c31a-48ec-ae3a-20e7a2aee689.htseq.counts.gz	c0bb24fc9426c918286d48de551eec6f	256823	validated
1cee979e-57dd-4314-aff4-fe343598596a	1cee979e-57dd-4314-aff4-fe343598596a/a85d707e-2694-49e0-a18c-75e560ea6015.htseq.counts.gz	7454367cdecc211d794bb9d8255cf07f	252712	validated
1d0aeb08-a5c2-41b8-bae4-35a3b533e0b2	1d0aeb08-a5c2-41b8-bae4-35a3b533e0b2/03a9f130-71c0-4038-a58b-331b2b51215d.htseq.counts.gz	feed3890d98a317fd717e038dde4620e	252854	validated
1e395cd1-9ad2-40f4-8fe6-df17d97d10d0	1e395cd1-9ad2-40f4-8fe6-df17d97d10d0/1b84c10b-9ac6-4c45-b122-442bbe10e4da.htseq.counts.gz	efc43a0d30f1ed26f2248c62900dc953	252819	validated
1f0eec7b-3a21-4889-9458-b55f7d9de8f4	1f0eec7b-3a21-4889-9458-b55f7d9de8f4/5741a13a-58ac-4dd2-9f18-4471e4ef8c26.htseq.counts.gz	db4726a9505dd2a74a3755b845e66e28	252629	validated
20065f98-f2c0-4d3e-a7a7-bf6dc9dc856a	20065f98-f2c0-4d3e-a7a7-bf6dc9dc856a/7eae255c-2021-401e-8729-f05dcc512f69.htseq.counts.gz	47348d28661da966f466c4216c5ab14c	254397	validated
20dac8ef-52ee-45cc-88aa-c3a37316a503	20dac8ef-52ee-45cc-88aa-c3a37316a503/47b9e3ef-3cdc-4ad4-8d6f-c658bc862f7e.htseq.counts.gz	eb55d0fe24baa7c3ef54a88110bc6e66	257090	validated
2174931d-39b8-4d2c-b646-8e299412b82f	2174931d-39b8-4d2c-b646-8e299412b82f/f3323c6a-95d6-4580-8c3a-d3f82fdf6416.htseq.counts.gz	474fc1caa2c36b6e9df5eaad6dd18a67	252288	validated
21ea6561-2bd1-4a3d-ae70-3c504530bb26	21ea6561-2bd1-4a3d-ae70-3c504530bb26/c1419218-784c-4f51-ba40-9458ea89d029.htseq.counts.gz	b3c5ee4705b7f1f6d3c6b636ec93cd3e	255787	validated
221aad7a-3ef4-479f-8467-059b011b5e0a	221aad7a-3ef4-479f-8467-059b011b5e0a/41cf28dd-c37f-4b2c-8fb4-5cbd558294a4.htseq.counts.gz	64085d7cb950a7670ce00380d474c6c4	249052	validated
229ae16b-d25b-4d55-a177-a3c1cefc01ac	229ae16b-d25b-4d55-a177-a3c1cefc01ac/ebd947e4-7252-4b48-8a26-4ab98927f993.htseq.counts.gz	3ca3e38574682a7d60cc32561ddd5563	254135	validated
22bd5396-a6ba-47db-bc0d-24f59e210ff9	22bd5396-a6ba-47db-bc0d-24f59e210ff9/06dc3b74-4514-4f97-b6a0-28b0ecca2262.htseq.counts.gz	915a78315323792ff3bf0465209ac07d	252274	validated
22f37606-6bcf-455f-9d7f-e7c15ec04d13	22f37606-6bcf-455f-9d7f-e7c15ec04d13/3dcd7497-606e-404c-bd13-ce5fc068d504.htseq.counts.gz	6cf8c17d5fc3e6f303075ec878f6844d	252607	validated
23c768dc-75f5-4afb-af7d-8233bf239420	23c768dc-75f5-4afb-af7d-8233bf239420/6d9c73d6-215a-49f9-bc9f-af019f8db55c.htseq.counts.gz	2e01b356ceb2cec92729fa91bc093bd5	251809	validated
2404eae5-9d7c-4cd1-9788-621ef9b296ae	2404eae5-9d7c-4cd1-9788-621ef9b296ae/686e79ba-4ace-4833-bce2-c4fbe8737d5e.htseq.counts.gz	42932f96bcecce75c19249089396dfd4	251976	validated
24f94b1c-b769-4674-9357-251aa685e925	24f94b1c-b769-4674-9357-251aa685e925/3b756a63-aa56-4ee7-b7dd-55fbc1c82398.htseq.counts.gz	99a5e339fcf9139d9ce13b7647b4d09e	248094	validated
2529fdb9-59e1-446d-88d8-195a8a20c700	2529fdb9-59e1-446d-88d8-195a8a20c700/86847710-0843-4b28-9d13-dc949ed6b9f3.htseq.counts.gz	7e39cabee4429635243e9587ae560cab	245339	validated
25419cb4-972e-41ef-ae52-c74a432f43b4	25419cb4-972e-41ef-ae52-c74a432f43b4/d939e0e3-4b94-48d3-a558-fa212f84fc8c.htseq.counts.gz	2a25da53b65cc027853e4aad6459ab16	253048	validated
255a2d8a-0f56-46a2-a9eb-3d5c342257b6	255a2d8a-0f56-46a2-a9eb-3d5c342257b6/8f756223-6229-49bf-b96f-22d9a4b622bc.htseq.counts.gz	e846feffaf63dbdf0228e1b2cae936b0	253071	validated
2596084c-897f-4947-b4da-837f3dc116ec	2596084c-897f-4947-b4da-837f3dc116ec/461e758e-bedd-458e-b99d-dde7b27276d9.htseq.counts.gz	d68bcbc3459e32b16e522b179ab8a083	247369	validated
259fba1b-7012-40dc-8508-2ac8fdf9993c	259fba1b-7012-40dc-8508-2ac8fdf9993c/7f0f64a8-9610-4663-acdd-a769573e9f4b.htseq.counts.gz	96e64c039cb398e84ddc7327c90023a8	253235	validated
25b77e9d-9c9d-4607-8a22-558ced994415	25b77e9d-9c9d-4607-8a22-558ced994415/1c5cc140-7ab2-4596-9a16-e136f1379bc9.htseq.counts.gz	6f9b8621a098f338d2c876bb0b76769d	252063	validated
26033c22-7119-4587-9eab-fc033328e6d0	26033c22-7119-4587-9eab-fc033328e6d0/09a0944b-285f-4115-9715-3b1b4fd66f89.htseq.counts.gz	287e3e0c3adbfedb4ae45e9a30223091	252378	validated
2702aab0-0336-42cd-b46b-6bf5b906803d	2702aab0-0336-42cd-b46b-6bf5b906803d/40e41700-0288-444d-a7d7-7d0b3bfb531d.htseq.counts.gz	557bd69928c5f26ae46250efaff44b48	249496	validated
27d9dbe5-71de-4dac-8a64-cbda6022c44d	27d9dbe5-71de-4dac-8a64-cbda6022c44d/1004e3e8-6bec-472b-bfce-5042d1f6912b.htseq.counts.gz	8494664ba7f4f191ff139c5bcd508255	250108	validated
27fea04d-8345-4814-8fe1-83f8fa0e1885	27fea04d-8345-4814-8fe1-83f8fa0e1885/5c53ed59-fa42-48f5-9233-ce94155131f5.htseq.counts.gz	433823fc1b966eed5657872183f173d7	260054	validated
282a88ab-9137-4599-b31b-67f79766490b	282a88ab-9137-4599-b31b-67f79766490b/6b7c8252-486c-49cc-9bfe-f8ccd0f331c0.htseq.counts.gz	153d4b3bd9155384658e9c30dca802c7	252560	validated
28837d04-2c5b-4421-9da9-9e8e9e8bf24d	28837d04-2c5b-4421-9da9-9e8e9e8bf24d/2e9b4dbe-a6b9-4afa-9575-88cf9796fec4.htseq.counts.gz	919f07844ad001edd37e5dd03008cf46	255680	validated
28d2f6bb-c09c-4e4b-9c20-bb7f36dfb430	28d2f6bb-c09c-4e4b-9c20-bb7f36dfb430/f71decd2-6098-4f18-b773-2e689e930444.htseq.counts.gz	cc19ba5acc456915a9b5cff740bee6fe	251432	validated
291edbab-0d0d-4022-b366-65b69e9339d7	291edbab-0d0d-4022-b366-65b69e9339d7/6a745558-1a74-4bd3-94cd-f2c06cdd5c70.htseq.counts.gz	5403d71c8e5a27c7493da464b92bb553	257076	validated
2921a8d9-71fe-4bb3-ac08-bed30167d230	2921a8d9-71fe-4bb3-ac08-bed30167d230/23e18feb-ec4e-40f4-97bb-7567af02c1e4.htseq.counts.gz	935c843345082cd82e1b96d6717067d2	249691	validated
2a06816e-ae0e-4ac1-b88e-cb8a88607f2e	2a06816e-ae0e-4ac1-b88e-cb8a88607f2e/06833538-97e2-456e-b127-03ff2e0b11cb.htseq.counts.gz	a7ee49ebf7766268dccc35b5c91dbadd	245688	validated
2b61c836-d952-4a68-9027-ac17ec4ce51c	2b61c836-d952-4a68-9027-ac17ec4ce51c/ed29f822-9020-49ed-84f3-8ed53ed90d2d.htseq.counts.gz	bde58c0ed153d0b424c24923bbdac459	249861	validated
2b969a8a-4f10-468f-9fa6-28f53bcce267	2b969a8a-4f10-468f-9fa6-28f53bcce267/c0af0359-15f8-47cb-8071-b5701a35ecd2.htseq.counts.gz	7803586e2d7f0a4172fcf9e9672018d4	247238	validated
2bcc4e1c-70bb-4152-9573-de97f23dcd10	2bcc4e1c-70bb-4152-9573-de97f23dcd10/2cb8c5ce-063c-47dd-aae4-a56e1e11cef3.htseq.counts.gz	224045a27e1fa3b9cc9c7249ea99aacd	253384	validated
2c1a8df8-1333-4a09-913d-8f79636db9c6	2c1a8df8-1333-4a09-913d-8f79636db9c6/ac580c41-c1ff-4fa3-afac-fbdb30636ab2.htseq.counts.gz	33fe6512cda2157f0d768db18301d7cc	251366	validated
2daa0903-a384-4b30-9787-887ea2032138	2daa0903-a384-4b30-9787-887ea2032138/42728372-b755-4cc5-9f4b-df1d2cef7879.htseq.counts.gz	42da4d30a710c8f72c6b60c2383830e6	250731	validated
2e1ab9e9-f3db-44b9-a061-ba1a61583692	2e1ab9e9-f3db-44b9-a061-ba1a61583692/a9a869a7-cf10-4b94-9b04-d98a8d49b880.htseq.counts.gz	db2cafe2293977030d1796d13187fbc0	252158	validated
2e83f03c-9017-4239-81d6-21e5a02c0877	2e83f03c-9017-4239-81d6-21e5a02c0877/9380f2ec-ae8a-401b-a25b-ed483e9e6e1c.htseq.counts.gz	286e6ad29c7b292d9c58695be7cd28ae	251750	validated
2faa5e01-e664-47cc-85db-4ab07d9b5595	2faa5e01-e664-47cc-85db-4ab07d9b5595/819db553-bb00-4850-a07a-e4fdef80a625.htseq.counts.gz	3fa15fba332404ab711cdd89f825bec7	252948	validated
3018e36f-6e37-49f2-889e-6bdcc6b75759	3018e36f-6e37-49f2-889e-6bdcc6b75759/57fb015b-ca45-4615-87fc-66e4975efde9.htseq.counts.gz	5d3db3e244050e65aa3a38a84ac35025	251777	validated
30405f4e-a8ae-4ad8-900a-cc031f63436e	30405f4e-a8ae-4ad8-900a-cc031f63436e/59ae8c74-f68d-45ce-87e5-30d0846f6eae.htseq.counts.gz	85162d6a69eae42c48c866d18e861c35	250126	validated
3048300b-bd01-4af3-b411-7460e1daaca6	3048300b-bd01-4af3-b411-7460e1daaca6/803ba202-222f-4023-bf02-197eaf151687.htseq.counts.gz	d70e2c3c869b6198fcf6768be0447c5d	254651	validated
306adcc1-a1bd-4d44-b13b-395192e6298d	306adcc1-a1bd-4d44-b13b-395192e6298d/e0904259-a783-48c2-a863-a5052eb7599b.htseq.counts.gz	c55b0ea795f28d6797170f82d9b2d305	252711	validated
30ecedaf-0e5a-49db-bb51-5c980439b28b	30ecedaf-0e5a-49db-bb51-5c980439b28b/4b1e826d-902e-4a19-b509-b4efbcf8f738.htseq.counts.gz	69016c75f8c867ded46ddd94fb934523	245592	validated
31313b9a-e8b8-4ac4-b58c-f7528cb10dd9	31313b9a-e8b8-4ac4-b58c-f7528cb10dd9/7ca57852-fe82-4601-b73f-15be0cef9660.htseq.counts.gz	7df82476d98c6e930a304f5cc1803a0c	245469	validated
313b5e99-d3a3-4f58-abb9-cc3d53e752ca	313b5e99-d3a3-4f58-abb9-cc3d53e752ca/61199357-d9a5-4f09-976c-2ccb0fe241f0.htseq.counts.gz	3dbcdb88c9046b18533fb8cca3b9a8a8	251429	validated
3153d274-f3ba-4b31-9283-84e140e6b320	3153d274-f3ba-4b31-9283-84e140e6b320/1815bb9f-52f7-4d05-8333-0c061f0f0604.htseq.counts.gz	25a94ff9e7810535f29c0c8b180bbb6e	251045	validated
316f7b32-c096-4d0d-93a2-88679704a183	316f7b32-c096-4d0d-93a2-88679704a183/14dbd7f6-d2c0-42a6-94dc-353549b49f39.htseq.counts.gz	08d1742ab8893b703a4ca576059cc3b5	245589	validated
317f3ecd-6d53-4831-aace-424f3b191fa4	317f3ecd-6d53-4831-aace-424f3b191fa4/b35a4476-08e9-4b37-851c-d1534521cef4.htseq.counts.gz	a57fbcad7a81f28fe097bd67322c848a	251836	validated
31b52a11-cc5b-4734-b989-bda5106c54ae	31b52a11-cc5b-4734-b989-bda5106c54ae/728d636b-1d0c-4835-9a06-9d84c6ae21a8.htseq.counts.gz	f3353f2dfaa9cf9ff11d4c3d4a5e0fbb	254533	validated
32bceee4-ddc7-44da-85ec-d1e6afafadbb	32bceee4-ddc7-44da-85ec-d1e6afafadbb/f25ebbb2-d196-4da1-b0a1-d23c89deb7a7.htseq.counts.gz	cda6e20d123e1c7ce7a63f61d0e837cf	252664	validated
32fcbbde-985f-4ce5-94f7-82eac34f71ed	32fcbbde-985f-4ce5-94f7-82eac34f71ed/d19f374b-fde4-4b46-830f-56975e437fdc.htseq.counts.gz	387bcf6c8f6ae095795b947a133a04ac	247861	validated
3416f66b-9155-498e-a986-635865801c6c	3416f66b-9155-498e-a986-635865801c6c/90c6648f-bc76-4277-8bc6-e782f69efb90.htseq.counts.gz	abea80caa7534d9de9df806362ce1da7	249335	validated
3525f19b-e6a4-4c68-976f-c5a4263f2a8e	3525f19b-e6a4-4c68-976f-c5a4263f2a8e/e2e9185b-11a1-477f-b89d-cfa9082e9da6.htseq.counts.gz	492cf6dd2670e47b877edc726b63d888	250549	validated
35b863ac-5fbd-4608-9989-0fcad57aa537	35b863ac-5fbd-4608-9989-0fcad57aa537/0b12f127-9ca6-46bc-bad5-49ac215b7844.htseq.counts.gz	9224f2d1431b3e8a5710854dc03df615	250322	validated
35e3186a-220c-4298-ab22-9b2ae0e196fb	35e3186a-220c-4298-ab22-9b2ae0e196fb/4ac1259d-a93e-4a58-a8f7-80050117ffc1.htseq.counts.gz	03bdaacc423995b6021ca45b94d0dd8c	251823	validated
35ee7b03-22ce-4eab-8a50-de7ada08e9ab	35ee7b03-22ce-4eab-8a50-de7ada08e9ab/06552413-83b7-4f1a-bf87-8993554c6d4e.htseq.counts.gz	d084646cda9215a19eccfb2a36a73b2f	249340	validated
3616da5c-996d-4d08-9c20-7092ed877406	3616da5c-996d-4d08-9c20-7092ed877406/fc834315-fe57-487f-8974-cb7e24c32b8d.htseq.counts.gz	4c9cae0d9731a3ca40735b773c55432c	253977	validated
